village,municipality,state,inali_endonym_ort,inali_endonym_ipa,inali_name
San José Buena Vista,Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Santiago El Jazmín,Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Santos Reyes Yucuná,Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Barrio de la Providencia,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Guadalupe Cavacoa,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Linda Vista,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Rancho Alfaro (San Sebastián Alfaro),Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Rancho Vargas,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Andrés Montaña,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Isidro (Barrio San Isidro),Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Jerónimo Progreso,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Juan Huaxtepec,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Martín del Estado,Silacayoapam,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
San Mateo Nuevo,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Miguel Aguacates,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Miguelito (Barrio San Miguelito),Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Sebastián (Barrio San Sebastián),Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Santiago Asunción,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Silacayoapam,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Soledad Etla,Silacayoapam,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Barrio Ignacio Ramírez,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Buenavista de Allende (Buenavista),Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Cabaña de los Tecolotes,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Chautipa,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Cruz Quemada,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
El Carrizo,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
El Guayabo,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
El Limón,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
El Pericón,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
El Potrero,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
El Tejoruco (Tejoruco),Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
La Ceiba,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
La Granja (David Ramírez Leyva),Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Lagunillas,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Las Ánimas,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Las Palmitas,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Los Magueyitos,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Los Saucitos,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Mecatepec,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Ocotitlán,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Parota Seca,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Pochotillo,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
San Francisco,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Santa Rosa,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Tecoanapa,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Tecuantepec,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Villa Hermosa,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Xalpatlahuac,Tecoanapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa occidental
Barrio del Perú,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Barrio Independencia (Colonia Nueva),Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Caguani,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Juquila de León,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
La Lomita,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Linda Vista del Progreso,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Rancho Juárez,Tezoatlán de Segura y Luna,Oaxaca,tu’un djavi,[tũʔũ ɵaβi],mixteco del noroeste central alto
Rancho Reforma,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Rancho Señor,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
San Andrés Yutatío,Tezoatlán de Segura y Luna,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Isidro El Naranjo,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
San Isidro Zaragoza,Tezoatlán de Segura y Luna,Oaxaca,tu’un djavi,[tũʔũ ɵaβi],mixteco del noroeste central alto
San Juan Cuitito,Tezoatlán de Segura y Luna,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Juan Diquiyú,Tezoatlán de Segura y Luna,Oaxaca,tu’un javi,[tũʔũ xaβi],mixteco del noroeste central bajo
San Marcos de Garzón,Tezoatlán de Segura y Luna,Oaxaca,tu’un djavi,[tũʔũ ɵaβi],mixteco del noroeste central alto
San Martín del Río,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
San Valentín Gómez,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
San Vicente del Palmar,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Santa Catarina Yutandoo,Tezoatlán de Segura y Luna,Oaxaca,tu’un javi,[tũʔũ xaβi],mixteco del noroeste central bajo
Santa Cruz Yumá,Tezoatlán de Segura y Luna,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Santa María Tindú,Tezoatlán de Segura y Luna,Oaxaca,tu’un javi,[tũʔũ xaβi],mixteco del noroeste central bajo
Tezoatlán de Segura y Luna,Tezoatlán de Segura y Luna,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Yucuñuti de Benito Juárez,Tezoatlán de Segura y Luna,Oaxaca,tu’un javi,[tũʔũ xaβi],mixteco del noroeste central bajo
Yucuquimi de Ocampo,Tezoatlán de Segura y Luna,Oaxaca,tu’un djavi,[tũʔũ ɵaβi],mixteco del noroeste central alto
Arroyo Chimalapa,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Arroyo del Desbarrancadero,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Arroyo Faisán,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Barranca Capi,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Barranca Estaca,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Cascada Blanca (Aguas Blancas),Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Cerro Colorado,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Colonia Luna,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Cruz Alta,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Cuananchinicha (Rancho),Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
El Capulín,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
El Limón Guadalupe,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Huehuetonoc,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Jicayan de Tovar,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Juquililla (Jiquimillas),Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
La Guadalupe,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
La Guadalupe Mano de León,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
La Trinidad,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Las Minas,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Llano del Tigre,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Malvabisco (Tierra Colorada),Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Papaloapan,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Plan de Mamey,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Poza Verde,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Rancho Limón,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Rancho Viejo (Rancho Nuevo de la Democracia),Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
San Cristóbal,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
San Isidro,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
San Jerónimo,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
San Martín,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
San Pedro Cuitlapan,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Santa Cruz Yucucani,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Terrero Venado,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Tierra Blanca,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Tierra Blanca Segunda,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Tlacoachistlahuaca,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Tlacoachistlahuaca Uno,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Trapiche,Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Yoloxochilt (Santiago Yoloxochilt),Tlacoachistlahuaca,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Tlacoachistlahuaca
Colonia Tres de Mayo (La Cruz Chiquita),Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
El Salado,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
La Luz de Juárez,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
La Rivera,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
Mexquititlán,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
Santa Cruz,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
Tecoyame de Guadalupe,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
Tlalixtaquilla,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
Tlalixtaquilla de Maldonado,Tlalixtaquilla de Maldonado,Guerrero,tu’un savi de,[tũʔũ saβi],mixteco de Tlalixtaquilla de Maldonado
Ahuatepec Ejido,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Ahuatepec Pueblo,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Alpoyecancingo,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Amate Amarillo,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Amatitlán,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Aquilpa,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Atempa,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Atlamajac,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Atlamajalcingo del Río,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Ayotzinapa,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Barranca del Otate,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Cerro del Aire,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Chiepetepec,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Chiepetlán (San Miguel Chiepetlán),Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Colonia Constitución,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Colonia Monte Sinaí,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Colonia Nueva Jerusalem,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Colonia San Marcos,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Colonia Tepeyac Uno,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
La Providencia,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Mantis Religiosa,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Mexcala,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Plan de Zacatepec,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Pueblo Viejo,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
San Miguel Zapotitlán,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
San Miguel Zinacantla (El Campito),Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
San Miguelito,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
San Pedro Petlacala,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tehuixtla,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tenango Tepexi,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tepeyahualco,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tetelchi,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tlapa de Comonfort,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tlaquiltzinapa,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Totomochapa,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Tototepec (Yozononi),Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Villa de Guadalupe,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Xalatzala,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Zacualpan,Tlapa de Comonfort,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero del norte
Barrio de San Juan,Totoltepec de Guerrero,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Santa Cruz Nuevo,Totoltepec de Guerrero,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Totoltepec de Guerrero,Totoltepec de Guerrero,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Rancho Ismael Aguirre Peña,Valerio Trujano,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Tomellín,Valerio Trujano,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Valerio Trujano,Valerio Trujano,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
San Marcos Monte de León,Villa de Chilapa de Díaz,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Santo Domingo Nundo,Villa de Chilapa de Díaz,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Villa de Chilapa de Díaz,Villa de Chilapa de Díaz,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
El Sabino,Villa de Tamazulápam del Progreso,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Río del Oro,Villa de Tamazulápam del Progreso,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Villa de Tamazulápam del Progreso,Villa de Tamazulápam del Progreso,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Xacahua,Villa de Tamazulápam del Progreso,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Agua Zarca (San Miguel Agua Zarca),Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Barrio de la Playa (Tololote),Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Benito Juárez,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Camalotillo,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Chacahua,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Chacalapa,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Colonia Vicente Guerrero,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Duva-Yoo,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Azufre,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Cacalote (Cacalotepec),Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Ciruelito,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Faisán,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Gachupín,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Mamey,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Mirador,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Sanjón,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
El Zapotalito,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Hidalgo Manialtepec (Hidalgo Tututepec),Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Jesús de Nazaret,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Cañada,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Esperanza,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Fortuna,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Luz,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Pastoria,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Teja,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
La Treinta (Alfredo Navarrete),Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Linda Vista,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Los Guayabos,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Manolo Mena (Rancho Manolo Mena),Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Palma Sola,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Peñas Negras,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Playa Vieja,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
Río Grande,Villa de Tututepec de Melchor Ocampo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Villa de Tututepec
