address,author,bibtex_type,booktitle,ca_doctype_trigger,ca_language_trigger,chapter,description,edition,editor,endpage_int,gbid,glottolog_id,google_book_search_id,howpublished,iaid,id,inlg,inlg_code,journal,jsondata,keywords,language_note,macroareas,markup_description,med_index,med_pages,med_type,name,normalizedauthorstring,normalizededitorstring,note,number,organization,ozbib_id,pages,pages_int,pk,publisher,school,series,srctrickle,startpage_int,subject,subject_headings,title,type,url,volume,year,year_int
,"Alexander, Ruth Mary and Avendaño J., Lucio",article,,,,,Stories of a Mixteco town,,,,,,,,,164201,English [eng],,Tlalocan,"{""sil_id"": ""10132"", ""glottolog_ref_id"": ""164201"", ""lgcode"": ""Ocotepec Mixtec [mie]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Ocotepec Mixtec [mie],North America,,16,7,wordlist_or_less,"Alexander, Ruth Mary and Avendaño J., Lucio 1970",,,,,,,169-75,7,22543,,,,sil16#10132,,"Folklore, myth and legend [FML]",,Stories of a Mixteco town,,,6,1970,1970
,,misc,,,,,"Yu̱ˀuˀ tu̱n savi̱ˀ miiˀ yoo letra ""X"" (Palabras y frases que se escriben con la letra ""x"")",,,,,,,,,313890,Spanish [spa],,,"{""sil_id"": ""45913"", ""glottolog_ref_id"": ""313890"", ""lgcode"": ""Ayutla Mixtec [miy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Ayutla Mixtec [miy],North America,,16,0,wordlist_or_less,na 2004,,,,,,,,,15704,,,,sil16#45913,,"Readers [Zrdr], Writing [Zwrtg]",,"Yu̱ˀuˀ tu̱n savi̱ˀ miiˀ yoo letra ""X"" (Palabras y frases que se escriben con la letra ""x"")",,,,2004,2004
,,misc,,,,,Yi̵yi̵' soó'ó,,,,,,,,,85012,,,,"{""sil_id"": ""47525"", ""glottolog_ref_id"": ""85012"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,0,wordlist_or_less,na 2005,,,,,,,,,15614,,,,sil16#47525,,Readers [Zrdr],,Yi̵yi̵' soó'ó,,http://www.sil.org/mexico/mixteca/sotlaxiaco/L135-TejonTravieso-meh.htm,,2005,2005
,,misc,,,,,Viko tanta'a lakuku tsi ncho'o,,,,,,,,,66106,,,,"{""sil_id"": ""50113"", ""glottolog_ref_id"": ""66106"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14905,,,,sil16#50113,,Readers [Zrdr],,Viko tanta'a lakuku tsi ncho'o,,http://www.sil.org/mexico/mixteca/mixtepec/L152-TortolitaColibri-mix.htm,,2007,2007
,,misc,,,,,Uvi ntikuina,,,,,,,,,51150,,,,"{""sil_id"": ""50129"", ""glottolog_ref_id"": ""51150"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14828,,,,sil16#50129,,Readers [Zrdr],,Uvi ntikuina,,http://www.sil.org/mexico/mixteca/mixtepec/L161-DosLadrones-mix.htm,,2007,2007
,,misc,,,,,Uni ntikuain,,,,,,,,,80561,,,,"{""sil_id"": ""48392"", ""glottolog_ref_id"": ""80561"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14774,,,,sil16#48392,,Readers [Zrdr],,Uni ntikuain,,http://www.sil.org/mexico/mixteca/mixtepec/L103-Ardillas-mix.htm,,2007,2007
,,misc,,,,,Uni kuentu ñuu yuku nama (Tres cuentos tradicionales de San Cristóbal Amoltepec en mixteco y en español),,,,,,,,,153220,Spanish [spa],,,"{""sil_id"": ""46112"", ""glottolog_ref_id"": ""153220"", ""lgcode"": ""Magdalena Pe\u00f1asco Mixtec [xtm]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Magdalena Peñasco Mixtec [xtm],North America,,16,0,wordlist_or_less,na 2004,,,,,,,,,14773,,,,sil16#46112,,Readers [Zrdr],,Uni kuentu ñuu yuku nama (Tres cuentos tradicionales de San Cristóbal Amoltepec en mixteco y en español),,,,2004,2004
,,misc,,,,,U̱ni̱' kuéntú' nna̱kani ɨɨn tátá' ñá'nú (Tres cuentos que contó un anciano); Mixteco del suroeste del distrito de Tlaxiaco,,,,,,,,,100368,,,,"{""sil_id"": ""51337"", ""glottolog_ref_id"": ""100368"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14680,,,,sil16#51337,,Readers [Zrdr],,U̱ni̱' kuéntú' nna̱kani ɨɨn tátá' ñá'nú (Tres cuentos que contó un anciano); Mixteco del suroeste del distrito de Tlaxiaco,,,,2008,2008
,,misc,,,,,U̱ni̱' kuéntú' nna̱kani ɨɨn tátá' ñá'nú (Tres cuentos que contó anciano; Mixteco del suroeste del distrito de Tlaxiaco),,,,,,,,,147660,,,,"{""sil_id"": ""51073"", ""glottolog_ref_id"": ""147660"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14679,,,,sil16#51073,,Readers [Zrdr],,U̱ni̱' kuéntú' nna̱kani ɨɨn tátá' ñá'nú (Tres cuentos que contó anciano; Mixteco del suroeste del distrito de Tlaxiaco),,,,2008,2008
,,misc,,,,,Tuyuku xnuviko,,,,,,,,,18047,,,,"{""sil_id"": ""50115"", ""glottolog_ref_id"": ""18047"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14641,,,,sil16#50115,,Readers [Zrdr],,Tuyuku xnuviko,,http://www.sil.org/mexico/mixteca/mixtepec/L148-SabinoMixtepec-mix.htm,,2007,2007
,,misc,,,,,Tuyuku ka'nu,,,,,,,,,105327,,,,"{""sil_id"": ""51074"", ""glottolog_ref_id"": ""105327"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14640,,,,sil16#51074,,"Readers [Zrdr], Calendars [Zcal]",,Tuyuku ka'nu,,,,2007,2007
,,misc,,,,,Tuyuku ka'nu,,,,,,,,,29828,,,,"{""sil_id"": ""50118"", ""glottolog_ref_id"": ""29828"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14639,,,,sil16#50118,,Readers [Zrdr],,Tuyuku ka'nu,,http://www.sil.org/mexico/mixteca/mixtepec/L149-SabinoGrande-mix.htm,,2007,2007
,,misc,,,,,Tutu lu'lu chayoso ki̵ti̵ kwi'na,,,,,,,,,25532,,,,"{""sil_id"": ""47817"", ""glottolog_ref_id"": ""25532"", ""lgcode"": ""Amoltepec Mixtec [mbz]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Amoltepec Mixtec [mbz],North America,,16,0,wordlist_or_less,na 2005,,,,,,,,,14621,,,,sil16#47817,,Vocabulary [Zvoc],,Tutu lu'lu chayoso ki̵ti̵ kwi'na,,,,2005,2005
,,misc,,,,,Tutu lu'lu chayoso kɨtɨ kwi'na,,,,,,,,,149757,,,,"{""sil_id"": ""46115"", ""glottolog_ref_id"": ""149757"", ""lgcode"": ""Amoltepec Mixtec [mbz]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Amoltepec Mixtec [mbz],North America,,16,0,wordlist_or_less,na 2004,,,,,,,,,14620,,,,sil16#46115,,Readers [Zrdr],,Tutu lu'lu chayoso kɨtɨ kwi'na,,,,2004,2004
,,misc,,,,,Tutuˀ níso yakuˀ tu̱ˀun tu̱ˀun káˀánˀ kájí,,,,,,,,,303189,,,,"{""sil_id"": ""45250"", ""glottolog_ref_id"": ""303189"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,0,wordlist_or_less,na 2004,,,,,,,,,14619,,,,sil16#45250,,Vocabulary [Zvoc],,Tutuˀ níso yakuˀ tu̱ˀun tu̱ˀun káˀánˀ kájí,,,,2004,2004
,,misc,,,,,Tutu' níso yaku' tu̱'un ká'an' kájí,,,,,,,,,86087,,,,"{""sil_id"": ""49577"", ""glottolog_ref_id"": ""86087"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14618,,,,sil16#49577,,Vocabulary [Zvoc],,Tutu' níso yaku' tu̱'un ká'an' kájí,,,,2007,2007
,,misc,,,,,Tutu' nákani ná nsa̱'á ɨɨn che̱tán; Mixteco del suroeste del distrito de Tlaxiaco,,,,,,,,,127927,,,,"{""sil_id"": ""51324"", ""glottolog_ref_id"": ""127927"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14617,,,,sil16#51324,,Readers [Zrdr],,Tutu' nákani ná nsa̱'á ɨɨn che̱tán; Mixteco del suroeste del distrito de Tlaxiaco,,,,2008,2008
,,misc,,,,,Tutu ña sna'a nixi skua'a ñayivi,,,,,,,,,82242,,,,"{""sil_id"": ""50114"", ""glottolog_ref_id"": ""82242"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14616,,,,sil16#50114,,Science [Zsctx],,Tutu ña sna'a nixi skua'a ñayivi,,http://www.sil.org/mexico/mixteca/mixtepec/L145-EstudiarMundo-mix.htm,,2007,2007
,,misc,,,,,Tu'un yata uvi veñu'u,,,,,,,,,157943,,,,"{""sil_id"": ""50112"", ""glottolog_ref_id"": ""157943"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14566,,,,sil16#50112,,Readers [Zrdr],,Tu'un yata uvi veñu'u,,http://www.sil.org/mexico/mixteca/mixtepec/L158-DosIglesias-mix.htm,,2007,2007
,,misc,,,,,Tu'un yata tsa'a kue kaa kaxi Xnuviko,,,,,,,,,108845,,,,"{""sil_id"": ""50123"", ""glottolog_ref_id"": ""108845"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14565,,,,sil16#50123,,Readers [Zrdr],,Tu'un yata tsa'a kue kaa kaxi Xnuviko,,http://www.sil.org/mexico/mixteca/mixtepec/L157-Campanas-mix.htm,,2007,2007
,,misc,,,,,Tu'un yata ñaña'a kua'in tsi inka chaa,,,,,,,,,47832,,,,"{""sil_id"": ""50120"", ""glottolog_ref_id"": ""47832"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2007,,,,,,,,,14564,,,,sil16#50120,,Readers [Zrdr],,Tu'un yata ñaña'a kua'in tsi inka chaa,,http://www.sil.org/mexico/mixteca/mixtepec/L154-LeyendaMujer-mix.htm,,2007,2007
,,misc,,,,,Tu'un vi'nde xikuii,,,,,,,,,99860,,,,"{""sil_id"": ""44911"", ""glottolog_ref_id"": ""99860"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2003,,,,,,,,,14563,,,,sil16#44911,,Readers [Zrdr],,Tu'un vi'nde xikuii,,,,2003,2003
,,misc,,,,,Tu'un tita ndi'i ndoko,,,,,,,,,29961,,,,"{""sil_id"": ""50383"", ""glottolog_ref_id"": ""29961"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2005,,,,,,,,,14562,,,,sil16#50383,,Readers [Zrdr],,Tu'un tita ndi'i ndoko,,,,2005,2005
,,misc,,,,,Tu'un tita ndi'i linko,,,,,,,,,113344,,,,"{""sil_id"": ""38466"", ""glottolog_ref_id"": ""113344"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,16,wordlist_or_less,na 1997,,,,,,,16,16,14561,,,,sil16#38466,,Readers [Zrdr],,Tu'un tita ndi'i linko,,,,1997,1997
,,misc,,,,,Tu'un tee yuku idu,,,,,,,,,151044,,,,"{""sil_id"": ""44572"", ""glottolog_ref_id"": ""151044"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2004,,,,,,,,,14560,,,,sil16#44572,,Readers [Zrdr],,Tu'un tee yuku idu,,,,2004,2004
,,misc,,,,,Tu'un tee xika yúkú ido,,,,,,,,,142841,,,,"{""sil_id"": ""38470"", ""glottolog_ref_id"": ""142841"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,16,wordlist_or_less,na 1997,,,,,,,16,16,14559,,,,sil16#38470,,Readers [Zrdr],,Tu'un tee xika yúkú ido,,,,1997,1997
,,misc,,,,,Tu'un soli ndi'i chikaka,,,,,,,,,92368,,,,"{""sil_id"": ""38472"", ""glottolog_ref_id"": ""92368"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,12,wordlist_or_less,na 1997,,,,,,,12,12,14558,,,,sil16#38472,,Readers [Zrdr],,Tu'un soli ndi'i chikaka,,,,1997,1997
,,misc,,,,,Tu'un sa'an ntavi,,,,,,,,,89814,,,,"{""sil_id"": ""47125"", ""glottolog_ref_id"": ""89814"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Mixtepec Mixtec [mix],North America,,16,0,wordlist_or_less,na 2005,,,,,,,,,14557,,,,sil16#47125,,Vocabulary [Zvoc],,Tu'un sa'an ntavi,,http://www.sil.org/mexico/mixteca/mixtepec/L100-Palabras-mix.htm,,2005,2005
,,misc,,,,,Tu'un pia ti nita'vi nduu,,,,,,,,,22207,,,,"{""sil_id"": ""44565"", ""glottolog_ref_id"": ""22207"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2003,,,,,,,,,14556,,,,sil16#44565,,Readers [Zrdr],,Tu'un pia ti nita'vi nduu,,,,2003,2003
,,misc,,,,,Tu'un ndiki yoo,,,,,,,,,142656,,,,"{""sil_id"": ""50387"", ""glottolog_ref_id"": ""142656"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14555,,,,sil16#50387,,Readers [Zrdr],,Tu'un ndiki yoo,,,,2008,2008
,,misc,,,,,Tu'un koo ndi'i ido,,,,,,,,,21652,,,,"{""sil_id"": ""38468"", ""glottolog_ref_id"": ""21652"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,24,wordlist_or_less,na 1997,,,,,,,24,24,14554,,,,sil16#38468,,Readers [Zrdr],,Tu'un koo ndi'i ido,,,,1997,1997
,,misc,,,,,Tu'un idu ndi'i yi'i,,,,,,,,,49382,,,,"{""sil_id"": ""50393"", ""glottolog_ref_id"": ""49382"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14553,,,,sil16#50393,,Readers [Zrdr],,Tu'un idu ndi'i yi'i,,,,2008,2008
,,misc,,,,,Tu'un ido ti nduku nuu mediu,,,,,,,,,92086,,,,"{""sil_id"": ""38475"", ""glottolog_ref_id"": ""92086"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,8,wordlist_or_less,na 1997,,,,,,,8,8,14552,,,,sil16#38475,,Readers [Zrdr],,Tu'un ido ti nduku nuu mediu,,,,1997,1997
,,misc,,,,,Tu'un ido ndi'i chi'in,,,,,,,,,117327,,,,"{""sil_id"": ""50392"", ""glottolog_ref_id"": ""117327"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14551,,,,sil16#50392,,Readers [Zrdr],,Tu'un ido ndi'i chi'in,,,,2008,2008
,,misc,,,,,Tu'un chuun kuixin,,,,,,,,,22222,,,,"{""sil_id"": ""50385"", ""glottolog_ref_id"": ""22222"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2005,,,,,,,,,14550,,,,sil16#50385,,Readers [Zrdr],,Tu'un chuun kuixin,,,,2005,2005
,,misc,,,,,Tu'un chuun kuixin,,,,,,,,,98163,,,,"{""sil_id"": ""38474"", ""glottolog_ref_id"": ""98163"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 1997,,,,,,,,,14549,,,,sil16#38474,,Readers [Zrdr],,Tu'un chuun kuixin,,,,1997,1997
,,misc,,,,,Tu'un choto xeva'a ve'e,,,,,,,,,32110,,,,"{""sil_id"": ""38471"", ""glottolog_ref_id"": ""32110"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,16,wordlist_or_less,na 1997,,,,,,,16,16,14548,,,,sil16#38471,,Readers [Zrdr],,Tu'un choto xeva'a ve'e,,,,1997,1997
,,misc,,,,,Tu'un choto ti nikoo viko,,,,,,,,,44242,,,,"{""sil_id"": ""44566"", ""glottolog_ref_id"": ""44242"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2003,,,,,,,,,14547,,,,sil16#44566,,Readers [Zrdr],,Tu'un choto ti nikoo viko,,,,2003,2003
,,misc,,,,,Tu'un choto ti niko̱o̱ viko,,,,,,,,,129274,,,,"{""sil_id"": ""50388"", ""glottolog_ref_id"": ""129274"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14546,,,,sil16#50388,,Readers [Zrdr],,Tu'un choto ti niko̱o̱ viko,,,,2008,2008
,,misc,,,,,Tu'un choto ti axee diki xi,,,,,,,,,83700,,,,"{""sil_id"": ""44913"", ""glottolog_ref_id"": ""83700"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2003,,,,,,,,,14545,,,,sil16#44913,,Readers [Zrdr],,Tu'un choto ti axee diki xi,,,,2003,2003
,,misc,,,,,Tu'un chidaa nikindoo nda'vi,,,,,,,,,19713,,,,"{""sil_id"": ""44571"", ""glottolog_ref_id"": ""19713"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2002,,,,,,,,,14544,,,,sil16#44571,,Readers [Zrdr],,Tu'un chidaa nikindoo nda'vi,,,,2002,2002
,,misc,,,,,Tu'un chidaa nikindoo nda'vi,,,,,,,,,159903,,,,"{""sil_id"": ""38469"", ""glottolog_ref_id"": ""159903"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,16,wordlist_or_less,na 1997,,,,,,,16,16,14543,,,,sil16#38469,,Readers [Zrdr],,Tu'un chidaa nikindoo nda'vi,,,,1997,1997
,,misc,,,,,Tu'un ñaña ndi'i chi'in,,,,,,,,,33851,,,,"{""sil_id"": ""44912"", ""glottolog_ref_id"": ""33851"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2003,,,,,,,,,14542,,,,sil16#44912,,Readers [Zrdr],,Tu'un ñaña ndi'i chi'in,,,,2003,2003
,,misc,,,,,Tu'un ñaña duxen,,,,,,,,,162149,,,,"{""sil_id"": ""50391"", ""glottolog_ref_id"": ""162149"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,0,wordlist_or_less,na 2008,,,,,,,,,14541,,,,sil16#50391,,Readers [Zrdr],,Tu'un ñaña duxen,,,,2008,2008
,,misc,,,,,Tu'un ñaña duxen,,,,,,,,,134839,,,,"{""sil_id"": ""38473"", ""glottolog_ref_id"": ""134839"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,16,11,wordlist_or_less,na 1997,,,,,,,11,11,14540,,,,sil16#38473,,Readers [Zrdr],,Tu'un ñaña duxen,,,,1997,1997
