Index,Verb,VerbClass,Spanish,Example,Verb.IMPF,Verb.PFV,Rest2
905,nakao na,v.i.,NA,NA,dar vuelta,NA,moverse (en el sueño)
906,ndukao ña,v.i.,NA,NA,NA,NA,voltearse
907,chindei xoo na,y.t.,"apartar, separar (complemento plural)",Ni chindei xoo na titó ichí na xí'ín títo kuíi. Ellos separan la leña seca de la leña verde.,chíndei xoo na,ni chindei xoo na,Sinón. taó xóo na Véase chindu'u xoo na
908,kande'é chindó na,v.t.,NA,NA,NA,NA,mirar (con expresión de enojo o asombro)
909,chindodó ná,y.t.,"poner (encima, complemento plural)","Chíndodó ná de'e na sata kuéi ná, dá kua'an na yúku. Ponen a sus hijos sobre el caballo para ir al monte.",chíndodó ná,ni chindodó ná,Sinón. chikodó ná Véase chinóo na
910,chindu'u ná,yv.t.,"1. poner, tender (en el suelo, complemento singular)","Ni chindú'u ná iin yuu káa to'on káa tiyoó yé!é chóon na. Ellos pusieron una piedra con forma de tortuga en el patio de la agencia municipal. 2. establecer (fig.) Nda rá sa káa ñoo, nda daá vá ni chindú'u na ña kandéi ta né'e choon. Desde que fundaron el pueblo, en aquel entonces establecieron que haya autoridades. Deriv. de kandu'u ná, nandu'u ná",chíndu'u ná,ni chindú'u ná,Véase chindei na;
911,chindu'u xoo na,y.t.,NA,NA,NA,NA,separar (complememto singular) Sinón. taó xóo na Véase chindei xoo na
912,chiní'ini na,v.t.,"fregar, tallar","Chíní'ini va'a na dá'on, dá ná ndooan. Ella está tallando bien la ropa para que quede limpia. Deriv. de ni'ini",chíní'ini na,ni chiní'ini na,
913,chiní'ini ndá'a ná,y.t.,frotar (con las manos),Ko'in chiní'ini ndá'í yuku kakuu tata kuchi iin tadi'í kú'u. Voy a frotar la hierba con las manos para preparar una medicina para que se bañe la muchacha enferma.,chíní'ini ndá'a ná,ni chiní'ini ndá'a ná,
914,ka'on ña,yv.i.,"arder, escocer (parte del cuerpo)",Ká'on nooí kée ño'oma. Me arden los ojos por el humo.,ká!on ña,ni ka'on ña,
915,kao noo na,v.t.,1. girar,"Kaó noo na chirríon ná dá dáka'ándí na. Está girando el chicote para tronarlo. 2. batir, menear Kaó noo na nduu ini iin ko'o. Está batiendo el huevo en el plato. 3. enrollar Kaó noo xi yi'o papaloté xi sata iin yíto ló'o, dá dánoo xi ri vei rí. El niño está enrollando su hilo en un palito para bajar su papalote. 4. torcer Kaó noo na lamvré dá kátó ná kaa dini vé'e na. Ellos tuercen el alambre para amarrar las varillas del techo de su casa. Comp. de kao na",kaó noo na,ni kao noo na,
916,nakao noo na,v.t.,NA,NA,NA,NA,dar vuelta
917,kao noo na,v.i.,"1. estar girando, estar circulando","Ni'i nda'o káo noo ña só'ono tachi, sa'á ñoó ndíko ini yo kéean. El ventilador está girando muy fuerte, por eso nos refresca. 2. enrollarse Ni kao noo koo iin yíto ndá'a ri. Una culebra se enrolló en una rama y allí está. 3. enredarse Ni kao noo ndava'o vúrro, chi káni nda'o ni so'onii rí. El burro se enredó bastante porque lo amarré con una cuerda muy larga. 4. rodear Ni kao noo ta né'e choon ndéi ra nádaa rá noó kéi ñó'o. Las autoridades rodearon la fogata para calentarse. 5. dar vueltas Ni kao nooi sánooi sókalo xí'ín mváaí. Anduve dando vueltas en el zócalo con mi compadre. Comp. de kao na",káo noo na,ni kao noo na,
918,nakao noo na,yv.i.,NA,NA,NA,NA,enrollarse
919,kao xoo na,v.i.,"pasar (de lado), rehuir","Ni kao xoo na noo kándu'u koo me'í íchi ñoó, ni ya'a na kua'an na. Él rehuyó del camino porque había una culebra en medio. Comp. de kao na, xoo",káo xoo na,NA,pas. ni kao koo nal
920,karkaa na,v.i.,1. estar colgado (sujeto singular),"Tákaa ñóno taleé noó sá kaa xi kídi xi. Está colgada la cuna donde duerme el bebé. 2. seguir (sujeto singular) Tákaa xi vei xi ni'i xí yu'u. Él me está siguiendo, quiere alcanzarme.","tákaa na, tárkaa na",hab. sárkaa na;  ni sarkaa na,"Var. karakaa na, kakaa ñaz Véase karkuei na"
921,karkaa ndei na,y.i.,"1. estar colgado (boca abajo, sujeto singular)","Katoó taló'o káa karkaa ndei xi noo yíto. A ese niño le gusta colgarse de las piernas en las ramas del árbol. 2. estar (una cascada) Dini Nái naní lin xíán noó tákaa ndéi takuií ñoo Yuta Tiyoó. Diní Náí es el nombre de un lugar donde está una cascada de agua en el pueblo de Río de la Tortuga. Comp. de karkaa na, ndei",tákaa ndéi na,hab. sárkaa ndéi na;  ni sarkaa ndei na,Véase karkuei ndei na
923,karndaa ña,v.i.,"1. estar puestos, estar pegados (en una superficie, sujeto plural)",Tárndaa tuti ndika náo. Hay papeles pegados en la pared. 2. estar escritos (sujeto plural) Tándaa letrá ná!ano noo livró. En las hojas del libro están escritas unas letras grandes.,tárndaa ña,hab. sárndaa ña;  ni sarndaa ña,"Var. katandaa ña, korndaa ña Véase kanda'a ña karnee na v.i 1. estar clavado, estar metido (de forma horizontal, dejando parte afuera) Káa tárnee nduyo, karkuei ollá. Allá están algunos clavos metidos para colgar las ollas. 2. estar suspendido Tárnee kirí ya'a induú káa. El aguila está suspendida en el cielo, allí. [pres. tánee na, tárnee na; hab. sárnee na; pas. ni sarnee na] Var. karanee na Véase ndarnee rí"
924,karxóo na v.i 1. llegar Ni karxóo xi noo íin ¡in ve'e; kua'á nda'o nató!'o ndéi káva'a mvélo ñoó. Él llegó a una casa y había mucha gente haciendo sombreros allá. 2. aparecer Yó'o ni karxóo ¡in sakuaa ni sa'ání yu'u kuia ao. Hace un año aquí apareció un venado y yo lo maté. [pres. kárxóo na; pas. ni karxóo na] Var. kexóo na karyíí ná,v.i.,"enojarse, regañarse",Káryíí ná xí'ín de'e na dá chi ko kóni ta'on xi ko'on xi yúku xí'ín chee kasá'an rí. Están enojados con sus hijos porque no quieren llevar a sus vacas al monte para que coman.,káryíí ná,ni karyíí ná,Var. karayíí ná kasá ñá v. i sonar (golpes de madera) Kásá yé'é. Se oye que están tocando a la puerta (lit. está sonando la puerta). [pres. kásá ñá; pas. ni kasá ñá]
925,dákásá ná,yv.t.,NA,NA,tocar (a la puerta),NA,hacer que suene (puerta o bote)
926,kasaa na,v.i.,llegar (aquí),Va'a kúú ví ni kasáa ní koni ní noó ndéi ndu. Qué bueno que vinieron (lit. llegaron) a conocer donde vivimos.,kásaa na,ni kasáa na,
927,ndusaa na,v.i.,NA,NA,NA,NA,"regresar, llegar (aquí, a su casa)"
928,kasandaá na (Var. de kasndaá na) llegar (un tiempo o a un lugar) kasndaá na,v.i.,1. llegar (un tiempo),Ni kasndaá va kuu ko'in noo doctor. Ya llegó el día en que voy a ir al doctor. 2. llegar (a un lugar) Ni kasndaá na noó kándu'u iin koo. Llegaron a donde había una culebra.,kásndaá na,ni kasndaá na,Var. kasandaá na
929,kata na»,yv.t.,"cantar (persona, ave)",Xíta ndava'o táchí yoo mayó. El zenzontle canta mucho en el mes de mayo.,xíta na,ni xita na,
930,kata na,yv.£,1. tirar (basura),Ni sa'an xi ni sata xi xe'e. Él fue a tirar basura. 2. dejar caer Ni sata na noni noo ñó'o. Ellos dejaron caer el maíz en el suelo.,satá na,ni sata na,
931,"katai na, 1.",yv.t.,deber (dinero) ¿,"Ndidaa távii noo ní sa'a iti ní ni seí cheei? ¿Cuánto le debo por las milpas que se comieron mis vacas? 2. v. i ser culpable Ni tuui vúrro na xí'ín kamióní, sa'á ñoó távii sa'a ri. Yo atropellé al burro de ellos con mi camión, por lo cual soy culpable.",tái na,NA,pas. ni sa tái na; pres. 1a. sing. táviil
932,kue'e ko tái do'o s. sordera 4 natai ña,v.i.,NA,NA,NA,NA,volver a oír
933,dátai chi'an na,v.t.,NA,NA,NA,NA,maldecir
935,kataki na,v.i.,NA,NA,NA,NA,"vivir, estar vivo ¿Á takí ii vá tatá pa'a ní? ¿Todavía vive su abuelito?"
936,kataki kuií na,v.i.,vivir (para siempre),"Kó ní sá ndaa na mií ná, ni ka'án ná ña dá katakí kuií na. Él no supo cuidar su vida; pensó que iba a vivir para siempre. Comp. de kataki na, kuiíz",takí kuií na,ni sa taki kuií na,
937,kata ni'ini na,y.t.,tirar (al suelo),"Káryíí xí, ni sata ni'ini xi ndúchi ñó'o ini ko'o xí noñó'o. El niño está enojado y tiró los frijoles de su plato al suelo. Comp. de kata na, ni'ini",satá ni'ini na,ni sata ni'ini na,
939,katiin ndaa na,v.t.,1. jalar (con reata),"Katiin ndaa na chee na ko'on ri ko'o rí takuií, dá chi yu'ú na kana kono rí, chi chee saá vá kúú rí. Él va jalando a su toro con una reata para que vaya a beber agua porque tiene miedo de que se eche a correr, porque acaba de comprarlo. 2. llevar (de la mano) Tíin ndaa na naná pa'a ná kua'an na, dá chi ko túu ta'on noo ná. Va llevando de la mano a su abuelita porque ella no ve. 3. tomar (como excusa o razón) Tái ndu noo ná ta ñoó tíin ndaa na dá katoó na kuio ndaa na ñó'o ndú. Tenemos una deuda y esa es su excusa para quitarnos nuestra tierra. 4. usar (un ejemplo) Ni kandaa va'a ini ndu chi ni tiin ndaa na dao ña'a ni daná'a na noo ndú. Entendimos bien porque él usó varios ejemplos para enseñarnos. Comp. de tiin na, ndaa",tíin ndaa na,ni sa tiin ndaa na,
940,kati ndaa na,y.t.,rociar (para curas),"Satí ndaa na varrendí yika de'e leé na dá taó ná kaxi íin ñíi xí. Ellos están rociando aguardiente en el pecho de su bebé para quitarle la frialdad. Comp. de kati na, ndaa",satí ndaa na,ni sati ndaa na,
941,katóni ini na,y.t.,"entender, comprender","Ni katóni ini na ndí kián kían ndaa, ñoó ndani kádii iní na. Él entendió acerca de lo que es la verdad, por eso está contento.",kátóni ini na,ni katóni ini na,Véase ñaxinítóni
942,katoó kini na,y.t.,"desear, ambicionar (mucho)","Kátoó kini na di'ón. Él ambiciona mucho el dinero.  Comp. de katoó na, kini",kátoó kini na,ni katoó kini na,
943,natoon ini na,v.i.,NA,NA,NA,NA,volvera sentirse bien
946,katuu ndaa na,yv.i.,recargarse,"Nisa tuu ndaa na ¡in náo. Se recargó en la pared.  Comp. de katuu na, ndaa",kátuu ndaa na,ni sa tuu ndaa na,
948,kana'á káxí ná,yv.t.,NA,NA,saber (bien),NA,no olvidarse
949,kande'é káxí ná,v.t.,NA,NA,NA,NA,mirar (fijamente o fríamente)
950,"kayi'ina 1.v.i estar clavado, estar metido Yí'i iin nduyo ndika náo káa, káa chírkuei na ña'a na. En esa pared está clavado un clavo para colgar cosas. 2.",v.t.,NA,NA,NA,NA,"tener puesto, ponerse (en el pie) ¿Á misa yi'i ní ndisa tá sa"
951,kayu'ú kó'ó ná,v.i.,gritar (a todo volumen),Ni kayú'ú kó'ó ná tá ni xini na koo kándu'u íchi noó kua'an na. Él gritó fuertemente cuando vio una víbora que estaba en su camino. Deriv. de kayu'ú ná,káyu'ú kó'ó ná,ni kayu'ú kó'ó ná,
952,kayu'ú ndaá na,v.i.,gritar (para celebrar),Tái nda'o káyu'ú ndaá ta xí!i noo ió víko. Se oye que están gritando mucho los borrachos en la fiesta.  Deriv. de kayu'ú ná,káyu'ú ndaá na,ni kayu'ú ndaá na,
954,kede'é na,yv.i.,esconderse,"Ni sa'an na ni ki'in kuítiná ná, tído ko ní kásaa ta'on na kede'é na; ni tiin va ñaá rá. Fueron a robar, pero los agarraron porque no alcanzaron a esconderse. Comp. de kee ña, de'é",kéde'é na,ni kede'é na,
955,kekuíká ná,v.t.,NA,NA,NA,NA,"hacer rico, enriquecer"
956,kini kee na,v.t.,NA,NA,dañar,NA,molestar
957,kediki ndaa na,v.t.,NA,NA,NA,NA,burlarse (de manera ofensiva)
958,kee ña,v.i.,1. serechado ¿,Á sa ni kee ñii noo ndúchi ní? ¿Ya se le echó sal a los frijoles? 2. entrar Ni kee na ini kamión kua'an Nideen. Entraron al carro que va a Huajuapan.,hab. kée ña,progr. kokee ña;  ni kee ña,
959,kede'é na,v.i.,NA,NA,NA,NA,esconderse
960,chinóo na,y.t.,"1. poner (encima, complemento singular)","Chinóo mvélo dinon, chi i'íní nda'o. Ponte tu sombrero porque hace calor.  2. añadir (complemento singular) Va'a ka ná chinóoi iin ka yíko ndo'o noo náo ve'i, chi ni kandoo nino van. Es mejor que yo añada otra hilera de adobe a la pared de mi casa, porque quedó baja.  3. poner (rebozo o sarape a otra persona)  4. apuntar, inscibir (complemento singular) ¿Á kee ní ña mani chinóo ní kuendá yó'o noo tuti? Por favor, apunte esta cuenta en la lista.",chínóo na,ni chinóo na,"Véase chindodó ná, chikodó ná"
961,chiño'ómá na,v.i.,1. echar humo (de incienso),Chíño'ómá na noo náa ná. Ellos echan humo de incienso en su altar. 2. echar humo (para remedio o purificación) Chiño'ómá na taleé xí'ín suká xí'ín ya'á kuaán tá kú'u xi. Ellos queman azúcar y chile amarillo para echarle el humo al niño cuando está enfermo. Deriv. de ño'oma,chiño'ómá na,ni chiño'ómá na,
962,chirkaa na,y.t.,NA,NA,NA,NA,"colgar, poner colgado (complemento singular) Ni chirkaa na iin riatá noo yíto, dá ná kuu kuriyá'ó takuálí. Colgaron una reata en el árbol para que se puedan"
963,kee na mií ná,y.t.,"fingir, aparentar","Kée na mií ná ña ko ní táru!'u ini na, tído túu ví ni kunda'í ini na. Él fingió como que no se ofendió, pero se ve su tristeza. Comp. de kee na, mií",kée na mií ná,ni kee na mií ná,
964,kee na tata 1.,yv.t.,intentar,"Ná ko'in keei tata ndukú tóoi di'ón noo mváaí, nde'á á ni'i tóoi ña. Voya intentar conseguir un préstamo de mi compadre; a ver si lo logro. 2.v. i. dar buen resultado, funcionar Ni xi'i na yuku i'á, chi kú'u nda'o tii na, ta kúú ni kee vaan tata. Él se tomó el marrubio porque tiene mucho dolor de estómago y dio buen resultado, hizo efecto. Comp. de kee na;, tata;",kée na tata,ni kee na tata,
965,"keí ná,",v.i.,toser,"Keí ndava'o na sakuaá, ko sónó víán kudi na. Tose mucho en la noche y la tos no la deja dormir.",keí na,ni keí ná,
966,keí ndaa na,y.t.,mordisquear,"Seí ndaa na lásá. Él está mordisqueando el hueso. Comp. de keí ná, ndaa",seí ndaa na,ni seí ndaa na,
969,keí yi'í na,v.t.,morder,"Seí yi'í tá'an vúrro, tá xíin ri. Los burros se muerden el uno al otro cuando se cruzan.  Comp. de keí ná, yí'í",seí yi'í na,ni seí yi'í na,
970,kekini ini na,v.i.,1. tener asco,"Kékini ini na kée díko gasolina. Él tiene asco por el olor de la gasolina. 2. sentir repulsión Kini ndéi na, kékini ini yo xiní yo tandó'ó ndó'o na. El comportamiento de ellos es malo; nos da repulsión ver los problemas que este causa. Comp. de kekini na, ini,",kékini ini na,ni kekini ini na,
971,kekuíká ná,y.t.,"hacer rico, enriquecer","Ni kekuíká na ñoo ta xíin mvélo. Los habitantes del pueblo enriquecieron al comprador de sombreros. Comp. de kee nay, kuíká",kékuíká ná,ni kekuíká ná,
972,kekuión na,v.i.,ser celoso,Kékuión ndava'o yíi ná xí'ín ná; naá ndava!o na. Su esposo es muy celoso con ella y se pelean mucho. Deriv. de kuión,kékuión na,ni kekuión na,
973,keluu na,yv.t.,"arreglar, embellecer (a una persona)",Ni keluu na de'e di'í na dá kua'an xi víko. Ellos embellecieron a su hija para que fuera a la fiesta. Deriv. de luu,kéluu na,ni keluu na,
974,kendaa na,v.i.,1. ser recto,"Taa nákaa díkó tiendá ñoó kúú rá taa kéndaa, chi chíki'ó va'a ra ña'a noo yo. El hombre que vende en aquella tienda es recto; pesa correctamente lo que nos despacha.  2. ser sincero Ko xiní xíxi taa káa ñadi'í ra; kéndaa ra xí'án. Ese hombre no engaña a su esposa; es sincero con ella.  Deriv. de ndaa¡",kéndaa na,ni kendaa na,
975,kendakí ná,y.t.,enfrentar (con fuerzas),"Kéndakí ná mií ná noo iin rá iin ña'a, dá xínkoo va'a na xí'án. Él enfrenta cada cosa con fuerzas para hacerla bien.  Deriv. de ndakí",kéndakí ná,ni kendakí ná,
976,kendisa na,y.t.,cumplir (su palabra),"Ná dá'a ni nakani inio sa'a ve!e yó, chi kava'a na ña, kéndisa na noó kálan na. No nos preocupemos por nuestra casa ya que él la va a construir porque seguro cumple con su palabra. Deriv. de ndisa",kéndisa na,ni kendisa na,
977,kendoo na,y.t.,"limpiar, rozar (un terreno)",Deriv. de ndoo ña,kéndoo na,ni kendoo na,
978,kendúsá'ano na,v.t.,hacer (lo correcto),"Kándéé ini yo ná, chi kéndúsá'ano na. Tenemos confianza en él, porque hace lo correcto. Deriv. de ndísá'ano",kéndúsá'ano na,ni kendúsá'ano na,Var. kendísá'ano na
979,kenóo na,y.t.,NA,NA,NA,NA,"menospreciar, humillar Va'a va ni ka'an na, tído ni kenóo va ñaá dao ka na, dá chi kóni na kandaya'i na. La persona habló bien, pero los otros la menospreciaron porque ellos quieren darse más importancia."
980,keña'a na,y.t.,"adueñarse, apropiarse","Ni xi'o tóo va yó palá yo noo ná, tído ni keña'a va na ña. Le prestamos nuestra pala a él, pero se adueñó de ella.  Deriv. de ña'a",kéña'a na,ni keña'a na,
981,keñí'i na mií ná,y.i.,hacerse el mudo,"Ni keñí'i na mií ná, tádi óon ni ya'a na kua'an na, chi káryíí ná. Él se hizo el mudo, pasó en silencio, no saludó por su enojo.  Deriv. de ñí!i",kéñí'i na,ni keñí'i na,
982,keta na,yv.i.,"entrar (de arriba hacia abajo), sumergirse","Ni keta na ini mini nandukú ná ndisa ná, chi ñoó ni kankao ña. Él se sumergió en lo hondo a buscar su huarache porque se cayó allí.",hab. kéta na,progr. koketa na;  ni keta na,Véase ndeta na
983,dáketa na,v.t.,NA,NA,NA,NA,"echar (adentro), meter"
984,keta ka'ani na,y.i.,NA,NA,NA,NA,sumergirse Ni
985,keta noo ná,v.i.,"zambullirse (de cabeza), echarse (un clavado)","Kua'an na kuchi na yuta ta ni keta noo ná, chi tila na ditá ná. Se fue a bañar al río y se echó un clavado porque sabe nadar.  Comp. de keta na, noo,",kéta noo ná,ni keta noo ná,
986,ketútí ná v.t 1. juntar Kétútí yó títo. Estamos juntando la leña. 2. ahorrar Ni ketútí ná di'ón. Ahorraron dinero. Deriv. de tútí [pres. kétútí ná; pas. ni ketútí ná] Véase nditútí ná keva'a na,v.i.,"tener éxito, beneficiarse","Ni keva'a na yoo dáí viti, ni kana nda'o níi ná. El señor tuvo éxito en esta temporada de lluvia; cosechó mucho maíz. Deriv. de va!a",kéva'a na,ni keva'a na,
987,keva!a ña,v.i.,estar guardado,"Sa ni keva'a va níi ndú ini yáka. Nuestra mazorca ya está guardada en el depósito. Comp. de kee ña, va'a",kéva'a ña,ni keva'a ña,
988,kexitó na,v.t.,hornear (en un hoyo escarbado),Ná ko'o kexitó yo kíti kaxio. Vamos a hornear el chivo para comer. Deriv. de xito,kéxitó na,ni kexitó na,
989,kexoo na,v.i.,apartarse,"Ni kexoo na kua'an na, chi yu'ú na kankao yíto dini ná. Se apartaron porque tuvieron miedo de que el árbol les fuera a caer encima. Deriv. de xoo",kéxoo na,ni kexoo na,
990,keyúchi ná,y.£,hacer pedazos,Ni keyúchi tiyuchí dá'on ndú. Las hormigas comieron e hicieron pedazos nuestra ropa.  Deriv. de yúchiz,kéyúchi ná,ni keyúchi ná,
991,kidi na,v.i.,temblar (persona),"Kídi ndava'o yu'u íiin, chi ni yu'íi. ¿Á ni xi'i va yíi yu'u? ká'ín. Yo estaba temblando mucho porque me espanté. Pensé que mi esposo se había muerto.",kídi na,ni kidi na,
992,"kidi ni'ini na 1.v.i temblar (persona) Kídi ni'ini oon ví ná íin na, chi ni yu'ú nda'o na ni kee koo. Él está temblando porque se espantó mucho con la víbora. 2.",v.t.,sacudir,"Ni kidi ni'inii da'ón vídá, dá ni chirkueii ña nayaan. Sacudí la ropa mojada y la tendí para que se secara. Comp. de kidi na, ni'ini",kídi ni'ini na,ni kidi ni'ini na,
